primary_label,common_name,scientific_name,latitude,longitude,date,season,url,filename
reevir1,Red-eyed Vireo,Vireo olivaceus,9.4227,-82.3217,2019-10-05,Fall,https://www.xeno-canto.org/501015,XC501015.ogg
grnjay,Green Jay,Cyanocorax yncas,7.4802778,-72.8319444,2002-04-01,Spring,https://www.xeno-canto.org/533152,XC533152.ogg
heptan,Hepatic Tanager,Piranga flava,-18.583,-64.867,1995-03-18,Spring,https://www.xeno-canto.org/19962,XC19962.ogg
gnwtea,Green-winged Teal,Anas crecca,52.0165,-8.5699,2021-02-02,Winter,https://www.xeno-canto.org/619206,XC619206.ogg
grasal1,Grayish Saltator,Saltator coerulescens,8.8211,-70.5013,2010-02-01,Winter,https://www.xeno-canto.org/244192,XC244192.ogg
gnwtea,Green-winged Teal,Anas crecca,35.4516,136.1944,2015-02-07,Winter,https://www.xeno-canto.org/212800,XC212800.ogg
grnjay,Green Jay,Cyanocorax yncas,-3.7059,-78.6368,2013-04-06,Spring,https://www.xeno-canto.org/129171,XC129171.ogg
grasal1,Grayish Saltator,Saltator coerulescens,10.36,-75.5697222,1996-01-08,Winter,https://www.xeno-canto.org/525017,XC525017.ogg
heptan,Hepatic Tanager,Piranga flava,-15.6421,-57.1899,2017-07-20,Summer,https://www.xeno-canto.org/387975,XC387975.ogg
gnwtea,Green-winged Teal,Anas crecca,34.6964,135.7991,2020-01-26,Winter,https://www.xeno-canto.org/522772,XC522772.ogg
gnwtea,Green-winged Teal,Anas crecca,48.675,2.3501,2020-04-03,Spring,https://www.xeno-canto.org/596588,XC596588.ogg
gnwtea,Green-winged Teal,Anas crecca,67.6375,52.9032,2017-06-22,Summer,https://www.xeno-canto.org/377960,XC377960.ogg
gnwtea,Green-winged Teal,Anas crecca,53.5911,14.5579,2019-03-01,Spring,https://www.xeno-canto.org/461884,XC461884.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,45.3058,-78.8087,2016-06-25,Summer,https://www.xeno-canto.org/325279,XC325279.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-32.8606,-60.6486,2019-09-29,Fall,https://www.xeno-canto.org/584176,XC584176.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,44.4541,-70.0168,2019-07-04,Summer,https://www.xeno-canto.org/486515,XC486515.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,47.6279,-108.6828,2014-06-05,Summer,https://www.xeno-canto.org/185285,XC185285.ogg
grnjay,Green Jay,Cyanocorax yncas,5.333,-72.7747,2015-04-13,Spring,https://www.xeno-canto.org/245603,XC245603.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-0.4383,-76.2791,2019-05-10,Spring,https://www.xeno-canto.org/472480,XC472480.ogg
grasal1,Grayish Saltator,Saltator coerulescens,12.4344,-86.9055,2017-09-09,Fall,https://www.xeno-canto.org/387317,XC387317.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-4.7671,-76.525,2013-06-10,Summer,https://www.xeno-canto.org/195172,XC195172.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,43.4583,-70.3866,2017-06-07,Summer,https://www.xeno-canto.org/381598,XC381598.ogg
gnwtea,Green-winged Teal,Anas crecca,52.2545,13.9036,2018-04-06,Spring,https://www.xeno-canto.org/409423,XC409423.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,50.8988,-118.122,2016-06-17,Summer,https://www.xeno-canto.org/322758,XC322758.ogg
grasal1,Grayish Saltator,Saltator coerulescens,11.012,-74.8801,2001-05-11,Spring,https://www.xeno-canto.org/56864,XC56864.ogg
grnjay,Green Jay,Cyanocorax yncas,6.9383,-75.0758,2016-03-13,Spring,https://www.xeno-canto.org/343317,XC343317.ogg
gnwtea,Green-winged Teal,Anas crecca,39.8762,3.0772,2017-03-13,Spring,https://www.xeno-canto.org/365825,XC365825.ogg
grnjay,Green Jay,Cyanocorax yncas,-0.655,-77.784,1991-01-25,Winter,https://www.xeno-canto.org/242473,XC242473.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-23.7629,-53.8803,2020-10-27,Fall,https://www.xeno-canto.org/600266,XC600266.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,37.8929,-84.3923,2016-07-11,Summer,https://www.xeno-canto.org/327669,XC327669.ogg
grnjay,Green Jay,Cyanocorax yncas,-0.5864,-77.8778,2016-07-13,Summer,https://www.xeno-canto.org/333220,XC333220.ogg
gnwtea,Green-winged Teal,Anas crecca,46.3725,0.8185,2021-01-17,Winter,https://www.xeno-canto.org/616000,XC616000.ogg
grnjay,Green Jay,Cyanocorax yncas,2.4799,-76.5406,2020-05-09,Spring,https://www.xeno-canto.org/558309,XC558309.ogg
gnwtea,Green-winged Teal,Anas crecca,58.3001,13.5334,2012-04-16,Spring,https://www.xeno-canto.org/110332,XC110332.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,44.3211,-78.3264,2015-05-29,Spring,https://www.xeno-canto.org/247313,XC247313.ogg
gnwtea,Green-winged Teal,Anas crecca,46.0884,43.3713,2017-04-14,Spring,https://www.xeno-canto.org/365514,XC365514.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,38.957,-94.3232,2016-07-03,Summer,https://www.xeno-canto.org/345568,XC345568.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-0.4342,-76.1973,2012-04-01,Spring,https://www.xeno-canto.org/120551,XC120551.ogg
gnwtea,Green-winged Teal,Anas crecca,53.5749,14.57,2018-03-19,Spring,https://www.xeno-canto.org/407582,XC407582.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,33.8751,-80.7501,2012-04-02,Spring,https://www.xeno-canto.org/112500,XC112500.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,45.5132,-73.5886,2019-06-24,Summer,https://www.xeno-canto.org/526708,XC526708.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-11.8667,-71.3667,2001-09-18,Fall,https://www.xeno-canto.org/64152,XC64152.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-30.2561,-57.5979,2013-12-04,Winter,https://www.xeno-canto.org/156956,XC156956.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,59.0988,-123.4621,2014-06-16,Summer,https://www.xeno-canto.org/189295,XC189295.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,46.9872,-70.5887,2015-06-27,Summer,https://www.xeno-canto.org/293439,XC293439.ogg
grnjay,Green Jay,Cyanocorax yncas,4.6717,-75.6283,2009-06-20,Summer,https://www.xeno-canto.org/129878,XC129878.ogg
grasal1,Grayish Saltator,Saltator coerulescens,15.5927,-92.8492,2015-03-29,Spring,https://www.xeno-canto.org/334885,XC334885.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,38.0157,-84.5052,2015-05-05,Spring,https://www.xeno-canto.org/383965,XC383965.ogg
gnwtea,Green-winged Teal,Anas crecca,45.9513,5.027,2018-01-05,Winter,https://www.xeno-canto.org/399001,XC399001.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,42.2771,-76.664,2018-06-12,Summer,https://www.xeno-canto.org/421305,XC421305.ogg
grnjay,Green Jay,Cyanocorax yncas,1.7171,-75.7246,2020-10-10,Fall,https://www.xeno-canto.org/594558,XC594558.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-22.193127,-63.94455,2005-05-10,Spring,https://www.xeno-canto.org/51873,XC51873.ogg
gnwtea,Green-winged Teal,Anas crecca,58.6201,23.072,2020-10-11,Fall,https://www.xeno-canto.org/595839,XC595839.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,45.5205,-78.388,2018-07-20,Summer,https://www.xeno-canto.org/428182,XC428182.ogg
gnwtea,Green-winged Teal,Anas crecca,54.0932,13.3635,2017-03-28,Spring,https://www.xeno-canto.org/362196,XC362196.ogg
grasal1,Grayish Saltator,Saltator coerulescens,12.0351,-86.1887,2015-06-14,Summer,https://www.xeno-canto.org/252898,XC252898.ogg
gnwtea,Green-winged Teal,Anas crecca,46.0884,43.3713,2017-04-14,Spring,https://www.xeno-canto.org/365498,XC365498.ogg
gnwtea,Green-winged Teal,Anas crecca,63.0467,74.5391,2018-06-09,Summer,https://www.xeno-canto.org/431523,XC431523.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-34.234167,-58.886111,2001-11-21,Fall,https://www.xeno-canto.org/51877,XC51877.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-3.0651,-60.0137,2017-09-11,Fall,https://www.xeno-canto.org/388237,XC388237.ogg
gnwtea,Green-winged Teal,Anas crecca,48.7181,1.8306,2019-03-30,Spring,https://www.xeno-canto.org/464123,XC464123.ogg
grasal1,Grayish Saltator,Saltator coerulescens,21.4616,-105.1549,2019-04-27,Spring,https://www.xeno-canto.org/500325,XC500325.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,-27.5636,-64.4525,2019-12-06,Winter,https://www.xeno-canto.org/510781,XC510781.ogg
gnwtea,Green-winged Teal,Anas crecca,63.8448,-21.057,2018-08-16,Summer,https://www.xeno-canto.org/478886,XC478886.ogg
gnwtea,Green-winged Teal,Anas crecca,58.3749,26.6876,2020-04-08,Spring,https://www.xeno-canto.org/543431,XC543431.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-20.2209,-56.5751,2013-10-09,Fall,https://www.xeno-canto.org/214240,XC214240.ogg
gnwtea,Green-winged Teal,Anas crecca,63.7599,20.2763,2019-09-27,Fall,https://www.xeno-canto.org/499623,XC499623.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-20.216,-56.494,1992-08-08,Summer,https://www.xeno-canto.org/184576,XC184576.ogg
gnwtea,Green-winged Teal,Anas crecca,43.9348,4.8056,2020-04-03,Spring,https://www.xeno-canto.org/544767,XC544767.ogg
gnwtea,Green-winged Teal,Anas crecca,51.8763,-8.4715,2020-01-22,Winter,https://www.xeno-canto.org/521984,XC521984.ogg
gnwtea,Green-winged Teal,Anas crecca,64.4868,13.3294,2019-04-23,Spring,https://www.xeno-canto.org/528093,XC528093.ogg
grnjay,Green Jay,Cyanocorax yncas,-0.5864,-77.8778,2012-04-04,Spring,https://www.xeno-canto.org/120571,XC120571.ogg
gnwtea,Green-winged Teal,Anas crecca,49.6054,8.2203,2020-03-08,Spring,https://www.xeno-canto.org/533235,XC533235.ogg
grasal1,Grayish Saltator,Saltator coerulescens,15.5927,-92.8492,2015-03-28,Spring,https://www.xeno-canto.org/334883,XC334883.ogg
gnwtea,Green-winged Teal,Anas crecca,63.1635,75.4388,2018-05-28,Spring,https://www.xeno-canto.org/432033,XC432033.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,44.4541,-70.0168,2020-07-24,Summer,https://www.xeno-canto.org/604974,XC604974.ogg
gnwtea,Green-winged Teal,Anas crecca,60.2357,25.0058,2020-04-06,Spring,https://www.xeno-canto.org/542680,XC542680.ogg
grasal1,Grayish Saltator,Saltator coerulescens,23.3955,-105.9319,2019-04-20,Spring,https://www.xeno-canto.org/500330,XC500330.ogg
grasal1,Grayish Saltator,Saltator coerulescens,4.3307,-74.3726,2018-11-20,Fall,https://www.xeno-canto.org/562309,XC562309.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,42.3306,-76.3351,2019-06-07,Summer,https://www.xeno-canto.org/479505,XC479505.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-14.033,-66.817,2017-01-05,Winter,https://www.xeno-canto.org/372162,XC372162.ogg
grasal1,Grayish Saltator,Saltator coerulescens,4.1203,-73.6389,2020-11-19,Fall,https://www.xeno-canto.org/605299,XC605299.ogg
gnwtea,Green-winged Teal,Anas crecca,35.0264,135.6884,2015-02-28,Winter,https://www.xeno-canto.org/215137,XC215137.ogg
gnwtea,Green-winged Teal,Anas crecca,46.0143,-0.994,2020-12-09,Winter,https://www.xeno-canto.org/607943,XC607943.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-27.4257,-59.0244,2000-10-17,Fall,https://www.xeno-canto.org/554686,XC554686.ogg
grnjay,Green Jay,Cyanocorax yncas,7.4802778,-72.8319444,2002-04-01,Spring,https://www.xeno-canto.org/533154,XC533154.ogg
gnwtea,Green-winged Teal,Anas crecca,50.1191,18.9721,2020-04-07,Spring,https://www.xeno-canto.org/542661,XC542661.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,13.8686,-87.2431,2018-10-01,Fall,https://www.xeno-canto.org/436841,XC436841.ogg
grasal1,Grayish Saltator,Saltator coerulescens,17.9952,-94.521,2017-01-18,Winter,https://www.xeno-canto.org/351435,XC351435.ogg
heptan,Hepatic Tanager,Piranga flava,-24.845,-65.176,2017-11-18,Fall,https://www.xeno-canto.org/399510,XC399510.ogg
gnwtea,Green-winged Teal,Anas crecca,65.1878,19.6687,2019-05-20,Spring,https://www.xeno-canto.org/476066,XC476066.ogg
grnjay,Green Jay,Cyanocorax yncas,1.7171,-75.7246,2020-10-10,Fall,https://www.xeno-canto.org/594559,XC594559.ogg
gnwtea,Green-winged Teal,Anas crecca,49.6054,8.2203,2020-03-08,Spring,https://www.xeno-canto.org/533234,XC533234.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-7.4936,-62.9833,2018-08-14,Summer,https://www.xeno-canto.org/431881,XC431881.ogg
gnwtea,Green-winged Teal,Anas crecca,60.2357,25.0058,2020-05-01,Spring,https://www.xeno-canto.org/552831,XC552831.ogg
grnjay,Green Jay,Cyanocorax yncas,-0.5864,-77.8778,2013-02-10,Winter,https://www.xeno-canto.org/122357,XC122357.ogg
gnwtea,Green-winged Teal,Anas crecca,44.645,-1.0337,2014-03-11,Spring,https://www.xeno-canto.org/169591,XC169591.ogg
heptan,Hepatic Tanager,Piranga flava,-16.8565,-49.3265,2021-01-23,Winter,https://www.xeno-canto.org/617019,XC617019.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-30.7855,-64.6298,2013-01-17,Winter,https://www.xeno-canto.org/120220,XC120220.ogg
gnwtea,Green-winged Teal,Anas crecca,53.1791,4.8634,2016-02-12,Winter,https://www.xeno-canto.org/304120,XC304120.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-6.7394,-76.2311,2014-05-21,Spring,https://www.xeno-canto.org/180659,XC180659.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-25.0719,-58.141,2018-04-18,Spring,https://www.xeno-canto.org/412572,XC412572.ogg
gnwtea,Green-winged Teal,Anas crecca,63.6396,19.8961,2018-10-16,Fall,https://www.xeno-canto.org/438860,XC438860.ogg
gnwtea,Green-winged Teal,Anas crecca,49.2913,1.2387,2018-01-02,Winter,https://www.xeno-canto.org/412763,XC412763.ogg
gnwtea,Green-winged Teal,Anas crecca,53.9299,-2.9833,2016-03-16,Spring,https://www.xeno-canto.org/508381,XC508381.ogg
grnjay,Green Jay,Cyanocorax yncas,6.7881,-75.4733,2016-04-14,Spring,https://www.xeno-canto.org/331634,XC331634.ogg
gnwtea,Green-winged Teal,Anas crecca,44.2051,132.4161,2015-04-30,Spring,https://www.xeno-canto.org/266791,XC266791.ogg
grasal1,Grayish Saltator,Saltator coerulescens,18.0024,-94.5653,2016-06-03,Summer,https://www.xeno-canto.org/320009,XC320009.ogg
grasal1,Grayish Saltator,Saltator coerulescens,21.4871,-104.9933,2019-04-26,Spring,https://www.xeno-canto.org/500275,XC500275.ogg
gnwtea,Green-winged Teal,Anas crecca,69.5497,18.7972,2017-05-17,Spring,https://www.xeno-canto.org/395840,XC395840.ogg
gnwtea,Green-winged Teal,Anas crecca,49.6054,8.2203,2020-03-08,Spring,https://www.xeno-canto.org/533237,XC533237.ogg
gnwtea,Green-winged Teal,Anas crecca,53.9299,-2.9833,2019-02-12,Winter,https://www.xeno-canto.org/525912,XC525912.ogg
gnwtea,Green-winged Teal,Anas crecca,63.5988,20.7618,2019-05-18,Spring,https://www.xeno-canto.org/475538,XC475538.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,41.4844,-75.5416,2016-06-29,Summer,https://www.xeno-canto.org/324882,XC324882.ogg
gnwtea,Green-winged Teal,Anas crecca,35.0682,135.5662,2015-01-24,Winter,https://www.xeno-canto.org/211371,XC211371.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-2.95,-78.417,1997-03-16,Spring,https://www.xeno-canto.org/276462,XC276462.ogg
gnwtea,Green-winged Teal,Anas crecca,65.446,-22.1853,2018-07-18,Summer,https://www.xeno-canto.org/487739,XC487739.ogg
grnjay,Green Jay,Cyanocorax yncas,-0.44,-77.8624,2014-07-11,Summer,https://www.xeno-canto.org/186635,XC186635.ogg
grnjay,Green Jay,Cyanocorax yncas,-0.105,-77.584,1993-10-09,Fall,https://www.xeno-canto.org/242472,XC242472.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,44.4541,-70.0168,2020-07-24,Summer,https://www.xeno-canto.org/604976,XC604976.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,54.0975,-122.6706,2010-08-07,Summer,https://www.xeno-canto.org/302589,XC302589.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-28.5332,-57.167,2017-03-30,Spring,https://www.xeno-canto.org/369819,XC369819.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-9.6296,-55.9504,2003-11-28,Fall,https://www.xeno-canto.org/214235,XC214235.ogg
gnwtea,Green-winged Teal,Anas crecca,57.246,-3.6981,2020-04-27,Spring,https://www.xeno-canto.org/552972,XC552972.ogg
grasal1,Grayish Saltator,Saltator coerulescens,15.3983,-92.9111,2018-12-20,Winter,https://www.xeno-canto.org/447739,XC447739.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,41.8605,-88.1756,2020-05-22,Spring,https://www.xeno-canto.org/560745,XC560745.ogg
gnwtea,Green-winged Teal,Anas crecca,43.9348,4.8056,2020-04-02,Spring,https://www.xeno-canto.org/544782,XC544782.ogg
gnwtea,Green-winged Teal,Anas crecca,42.5275,130.692,2015-05-07,Spring,https://www.xeno-canto.org/266792,XC266792.ogg
grnjay,Green Jay,Cyanocorax yncas,-6.8479,-77.9607,2019-04-27,Spring,https://www.xeno-canto.org/470929,XC470929.ogg
grnjay,Green Jay,Cyanocorax yncas,-3.749,-78.8706,2014-06-26,Summer,https://www.xeno-canto.org/190234,XC190234.ogg
grnjay,Green Jay,Cyanocorax yncas,4.727,-75.577,2014-02-14,Winter,https://www.xeno-canto.org/299435,XC299435.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,42.0674,-70.2054,2012-05-12,Spring,https://www.xeno-canto.org/176354,XC176354.ogg
gnwtea,Green-winged Teal,Anas crecca,52.344,20.926,2020-01-17,Winter,https://www.xeno-canto.org/520583,XC520583.ogg
gnwtea,Green-winged Teal,Anas crecca,63.1635,75.4388,2018-05-28,Spring,https://www.xeno-canto.org/432032,XC432032.ogg
grasal1,Grayish Saltator,Saltator coerulescens,17.18,-96.77,2020-06-14,Summer,https://www.xeno-canto.org/568425,XC568425.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,35.0133,-106.6716,2017-06-08,Summer,https://www.xeno-canto.org/375055,XC375055.ogg
grnjay,Green Jay,Cyanocorax yncas,6.109,-75.549,2014-11-16,Fall,https://www.xeno-canto.org/202800,XC202800.ogg
gnwtea,Green-winged Teal,Anas crecca,43.6108,3.8767,2020-03-18,Spring,https://www.xeno-canto.org/542098,XC542098.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,42.36142,-84.19079,2007-07-06,Summer,https://www.xeno-canto.org/17176,XC17176.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,37.8929,-84.3923,2015-05-22,Spring,https://www.xeno-canto.org/310839,XC310839.ogg
gnwtea,Green-winged Teal,Anas crecca,46.0884,43.3713,2017-04-14,Spring,https://www.xeno-canto.org/365496,XC365496.ogg
grnjay,Green Jay,Cyanocorax yncas,4.6683,-75.6275,2009-04-07,Spring,https://www.xeno-canto.org/237872,XC237872.ogg
grnjay,Green Jay,Cyanocorax yncas,4.9093,-75.0925,2014-06-23,Summer,https://www.xeno-canto.org/188190,XC188190.ogg
gnwtea,Green-winged Teal,Anas crecca,58.9769,17.8706,2018-10-19,Fall,https://www.xeno-canto.org/439347,XC439347.ogg
grasal1,Grayish Saltator,Saltator coerulescens,13.857,-87.235,2015-12-17,Winter,https://www.xeno-canto.org/295796,XC295796.ogg
gnwtea,Green-winged Teal,Anas crecca,52.3287,21.0961,2020-04-02,Spring,https://www.xeno-canto.org/540837,XC540837.ogg
grasal1,Grayish Saltator,Saltator coerulescens,14.0047,-86.9887,2014-06-01,Summer,https://www.xeno-canto.org/182353,XC182353.ogg
gnwtea,Green-winged Teal,Anas crecca,65.569,-17.0288,2018-07-31,Summer,https://www.xeno-canto.org/488216,XC488216.ogg
gnwtea,Green-winged Teal,Anas crecca,53.9299,-2.9833,2018-02-02,Winter,https://www.xeno-canto.org/508387,XC508387.ogg
gnwtea,Green-winged Teal,Anas crecca,51.8106,-0.6936,2020-11-20,Fall,https://www.xeno-canto.org/604188,XC604188.ogg
gnwtea,Green-winged Teal,Anas crecca,53.567,-1.8697,2019-06-10,Summer,https://www.xeno-canto.org/490345,XC490345.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,42.0372,-79.4244,2016-05-22,Spring,https://www.xeno-canto.org/318490,XC318490.ogg
grasal1,Grayish Saltator,Saltator coerulescens,7.0974,-73.4457,2014-02-12,Winter,https://www.xeno-canto.org/178657,XC178657.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,44.4541,-70.0168,2020-07-24,Summer,https://www.xeno-canto.org/604975,XC604975.ogg
gnwtea,Green-winged Teal,Anas crecca,53.9299,-2.9833,2019-02-27,Winter,https://www.xeno-canto.org/525915,XC525915.ogg
grnjay,Green Jay,Cyanocorax yncas,-10.706,-74.1505,2013-09-30,Fall,https://www.xeno-canto.org/152782,XC152782.ogg
gnwtea,Green-winged Teal,Anas crecca,52.0612,5.371,2018-06-06,Summer,https://www.xeno-canto.org/431462,XC431462.ogg
gnwtea,Green-winged Teal,Anas crecca,47.5263,6.7003,2019-02-08,Winter,https://www.xeno-canto.org/458466,XC458466.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-0.504,-76.406,1994-12-30,Winter,https://www.xeno-canto.org/243055,XC243055.ogg
gnwtea,Green-winged Teal,Anas crecca,52.6997,-0.3383,2020-03-30,Spring,https://www.xeno-canto.org/540110,XC540110.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-24.244,-64.125,2019-10-19,Fall,https://www.xeno-canto.org/503470,XC503470.ogg
grasal1,Grayish Saltator,Saltator coerulescens,26.5406,-108.765,2019-08-18,Summer,https://www.xeno-canto.org/493303,XC493303.ogg
grasal1,Grayish Saltator,Saltator coerulescens,10.9103,-72.8942,2016-06-29,Summer,https://www.xeno-canto.org/390191,XC390191.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-17.3986,-44.8068,1999-12-18,Winter,https://www.xeno-canto.org/84659,XC84659.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,39.9389,-105.2582,2015-06-09,Summer,https://www.xeno-canto.org/253544,XC253544.ogg
gnwtea,Green-winged Teal,Anas crecca,45.9504,5.0294,2018-12-28,Winter,https://www.xeno-canto.org/447824,XC447824.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,44.707,-93.329,2013-08-23,Summer,https://www.xeno-canto.org/152475,XC152475.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,39.1742,-75.5424,2016-05-15,Spring,https://www.xeno-canto.org/322509,XC322509.ogg
gnwtea,Green-winged Teal,Anas crecca,64.482,13.3188,2020-05-21,Spring,https://www.xeno-canto.org/582019,XC582019.ogg
grnjay,Green Jay,Cyanocorax yncas,4.5333333,-75.4669444,1998-06-08,Summer,https://www.xeno-canto.org/517925,XC517925.ogg
grasal1,Grayish Saltator,Saltator coerulescens,11.2902,-73.8842,2017-10-01,Fall,https://www.xeno-canto.org/438183,XC438183.ogg
grnjay,Green Jay,Cyanocorax yncas,4.4806,-75.198,2017-07-28,Summer,https://www.xeno-canto.org/421112,XC421112.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-16.5728,-49.3122,2020-10-25,Fall,https://www.xeno-canto.org/599537,XC599537.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,43.4064,-66.0198,2016-06-05,Summer,https://www.xeno-canto.org/328717,XC328717.ogg
grasal1,Grayish Saltator,Saltator coerulescens,4.4497,-75.1318,2016-03-01,Spring,https://www.xeno-canto.org/307458,XC307458.ogg
grasal1,Grayish Saltator,Saltator coerulescens,10.9444,-84.7502,2019-07-18,Summer,https://www.xeno-canto.org/489566,XC489566.ogg
gnwtea,Green-winged Teal,Anas crecca,43.5352,-1.4475,2019-04-25,Spring,https://www.xeno-canto.org/468922,XC468922.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-4.663,-79.145,2003-02-07,Winter,https://www.xeno-canto.org/243058,XC243058.ogg
gnwtea,Green-winged Teal,Anas crecca,63.7599,20.2763,2018-08-27,Summer,https://www.xeno-canto.org/432193,XC432193.ogg
gnwtea,Green-winged Teal,Anas crecca,55.4107,12.8449,2020-09-01,Fall,https://www.xeno-canto.org/585982,XC585982.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-1.583,-77.785,1996-09-21,Fall,https://www.xeno-canto.org/243056,XC243056.ogg
gnwtea,Green-winged Teal,Anas crecca,49.6276,0.6812,2020-04-12,Spring,https://www.xeno-canto.org/547005,XC547005.ogg
gnwtea,Green-winged Teal,Anas crecca,54.1818,-0.3203,2020-03-24,Spring,https://www.xeno-canto.org/538140,XC538140.ogg
grasal1,Grayish Saltator,Saltator coerulescens,14.0591,-87.1875,2014-04-25,Spring,https://www.xeno-canto.org/253758,XC253758.ogg
gnwtea,Green-winged Teal,Anas crecca,63.8344,20.1259,2019-05-06,Spring,https://www.xeno-canto.org/470972,XC470972.ogg
gnwtea,Green-winged Teal,Anas crecca,48.8299,9.1514,2019-09-13,Fall,https://www.xeno-canto.org/497688,XC497688.ogg
grasal1,Grayish Saltator,Saltator coerulescens,20.8566,-87.1217,2016-08-15,Summer,https://www.xeno-canto.org/332678,XC332678.ogg
gnwtea,Green-winged Teal,Anas crecca,52.1468,5.3788,2019-03-25,Spring,https://www.xeno-canto.org/463739,XC463739.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,46.745,-89.7754,2013-07-11,Summer,https://www.xeno-canto.org/142593,XC142593.ogg
grnjay,Green Jay,Cyanocorax yncas,4.6717,-75.6283,2007-11-18,Fall,https://www.xeno-canto.org/130151,XC130151.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,42.019,-72.1109,2017-05-27,Spring,https://www.xeno-canto.org/375275,XC375275.ogg
grnjay,Green Jay,Cyanocorax yncas,-5.7608,-78.791,1983-08-31,Summer,https://www.xeno-canto.org/47373,XC47373.ogg
grasal1,Grayish Saltator,Saltator coerulescens,4.351,-74.652,2020-06-10,Summer,https://www.xeno-canto.org/567311,XC567311.ogg
grasal1,Grayish Saltator,Saltator coerulescens,2.8526,-60.6349,2017-01-27,Winter,https://www.xeno-canto.org/354901,XC354901.ogg
grasal1,Grayish Saltator,Saltator coerulescens,10.36,-75.5697222,1996-01-08,Winter,https://www.xeno-canto.org/524075,XC524075.ogg
grnjay,Green Jay,Cyanocorax yncas,-0.44,-77.8624,2014-07-11,Summer,https://www.xeno-canto.org/186636,XC186636.ogg
grasal1,Grayish Saltator,Saltator coerulescens,-15.5826,-56.108,2016-11-08,Fall,https://www.xeno-canto.org/343966,XC343966.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,35.0133,-106.6716,2017-06-08,Summer,https://www.xeno-canto.org/375051,XC375051.ogg
reevir1,Red-eyed Vireo,Vireo olivaceus,37.8929,-84.3923,2016-07-11,Summer,https://www.xeno-canto.org/327668,XC327668.ogg
